job_id,job_title,company,location,experience,salary,skills,job_type,posted_date,job_url,scraped_at
4dcdd052baeb,Data Engineer,Wells Fargo,Bengaluru,2-7 Yrs,,compliance | data management | data pipelines | google cloud platform | data engineer | ai | data engineering | cloud platform,,Today,https://www.naukri.com/job-listings-data-engineer-wells-fargo-international-solutions-private-ltd-bengaluru-2-to-7-years-030626913347,2026-06-03T20:37:46.136920
ffdecd440f00,Data Engineer,Rolls-Royce,Bengaluru,6-11 Yrs,,Supply chain | MS SQL | Linux | Data management | Data modeling | RDBMS | Agile | microsoft,,Few hours ago,https://www.naukri.com/job-listings-data-engineer-rolls-royce-india-private-ltd-bengaluru-6-to-11-years-030626502032,2026-06-03T20:37:46.138920
4bf2cb7c5201,Data Engineers & Architects,Exalans And Hunar Corporate Solutions,"Kochi, Bengaluru, Thiruvananthapuram",7-12 Yrs,,Data Engineering | Python | Etl Pipelines | Architecture | ETL | Pipeline | Data architecture | Data,,3+ weeks ago,https://www.naukri.com/job-listings-data-engineers-architects-exalans-and-hunar-corporate-solutions-kochi-bengaluru-thiruvananthapuram-7-to-12-years-060526014370,2026-06-03T20:37:46.140901
f3292310fcbb,Data Engineer,Accenture,Bengaluru,2-4 Yrs,,snowflake | sql queries | warehouse | data engineering | etl | hive | python | performance tuning,,2 days ago,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-010626919183,2026-06-03T20:37:46.142866
97838b7bac8b,Data Engineer,Accenture,Bengaluru,2-4 Yrs,,data warehousing | data engineering | aws kinesis | data pipeline architecture | etl | hive | python | data management,,2 days ago,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-010626918176,2026-06-03T20:37:46.145890
62cb3b95e1d5,Data Engineer,Trigent Software,Hybrid - Bengaluru,5-10 Yrs,,GCP Cloud | Python | Software Development | Data Engineering | SQL | Software | Cloud | GCP,,1 day ago,https://www.naukri.com/job-listings-data-engineer-trigent-software-bengaluru-5-to-10-years-020626007058,2026-06-03T20:37:46.147950
bec7056c2a3b,Data Engineer,Accenture,Bengaluru,3-8 Yrs,,snowflake | warehouse | data engineering | sql | etl | hive | python | performance tuning,,2 days ago,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-010626919190,2026-06-03T20:37:46.148939
fc8474888baa,Data Engineer,Accenture,Bengaluru,3-8 Yrs,,data engineer | python | data analytics | data pipelines | scala | data processing | databricks | cloud platforms,,2 days ago,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-010626918177,2026-06-03T20:37:46.150937
01f2b9a0d523,Data Engineer,Accenture,Bengaluru,3-8 Yrs,,snowflake | warehouse | data engineering | snowpipe | etl | hive | python | performance tuning,,2 days ago,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-010626918609,2026-06-03T20:37:46.151937
bb0042295143,Data Engineer,Accenture,Bengaluru,5-10 Yrs,,data engineer | python | data services | data analytics | data pipelines | scala | databricks | microsoft azure,,2 days ago,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-5-to-10-years-010626919118,2026-06-03T20:37:46.153937
52d5290931ac,Data Engineer,Globallogic,"Pune, Chennai, Bengaluru",8-13 Yrs,,Data Engineering | Data Modeling | Spark | Advance Sql | Python | SQL | Modeling | Engineering,,1 day ago,https://www.naukri.com/job-listings-data-engineer-globallogic-pune-chennai-bengaluru-8-to-13-years-020626009474,2026-06-03T20:37:46.154936
f05983caedb2,Big Data Developer/ Big Data Engineer,Tata Consultancy Services,"Chennai, Coimbatore, Bengaluru",8-13 Yrs,,Pyspark | Hive | Hadoop | Big Data | Spark | SCALA | Big Data Ecosystem | SQL,,2 days ago,https://www.naukri.com/job-listings-big-data-developer-big-data-engineer-tata-consultancy-services-chennai-coimbatore-bengaluru-8-to-13-years-010626025323,2026-06-03T20:37:46.157486
b85c8069c094,Data Engineer,ANZ,Bengaluru,5-10 Yrs,,Unix | Linux | data security | Agile | Data processing | Data structures | Test cases | Analytics,,2 days ago,https://www.naukri.com/job-listings-data-engineer-anz-banking-group-bengaluru-5-to-10-years-010626503771,2026-06-03T20:37:46.159524
34cbec1e6e86,AI Data Engineer,Thomson Reuters,Hyderabad,4-6 Yrs,,,,3+ weeks ago,https://www.naukri.com/job-listings-ai-data-engineer-thomson-reuters-india-pvt-ltd-hyderabad-4-to-6-years-240326502061,2026-06-03T20:37:57.943594
725245651915,Data Engineer,Hitachi Energy,Hyderabad,3-6 Yrs,,C | Shop floor | Cloud | Manager Technology | ETL tool | AWS | SQL | Recruitment,,3+ weeks ago,https://www.naukri.com/job-listings-data-engineer-hitachi-energy-hyderabad-3-to-6-years-260326503111,2026-06-03T20:37:57.946453
601472aa1290,Data Engineer face To face drive Bangalore/Hyderabad/Chennai,HCLTech,"Hyderabad, Chennai, Bengaluru",5-10 Yrs,,GCP | Python | SQL | Bigquery | AWS | Data Engineering | Drives | Data,,3 weeks ago,https://www.naukri.com/job-listings-data-engineer-face-to-face-drive-bangalore-hyderabad-chennai-hcltech-hyderabad-chennai-bengaluru-5-to-10-years-250326016709,2026-06-03T20:37:57.947456
704fbd4135cf,Data Engineer (PySpark),Tata Consultancy Services,"Hyderabad, Visakhapatnam",7-12 Yrs,,Pyspark | Hive | Spark | Hdfs | SQL | Data Engineering | Data,,2 weeks ago,https://www.naukri.com/job-listings-data-engineer-pyspark-tata-consultancy-services-visakhapatnam-hyderabad-7-to-12-years-200526037904,2026-06-03T20:37:57.948463
8d88ca03d33c,Python Data Engineer,CGI,"Hybrid - Hyderabad, Chennai, Bengaluru",8-13 Yrs,,Pyspark | EMR | Aws Glue | ETL | Python | AWS | Glue | Data,,3+ weeks ago,https://www.naukri.com/job-listings-python-data-engineer-cgi-hyderabad-chennai-bengaluru-8-to-13-years-050526025492,2026-06-03T20:37:57.950454
344e0e748276,Data Engineer - Ab Initio,Careernet,"Hyderabad, Chennai, Bengaluru",3-8 Yrs,,Shell Scripting | ETL | Data Integration | SQL | Performance Testing | Data Warehouse | Scheduling | Abinitio,,3+ weeks ago,https://www.naukri.com/job-listings-data-engineer-ab-initio-careernet-hyderabad-chennai-bengaluru-3-to-8-years-060526040242,2026-06-03T20:37:57.953454
af83652648f7,Data Engineer,Grid Dynamics,Chennai,7-12 Yrs,,,,2 weeks ago,https://www.naukri.com/job-listings-200526501684,2026-06-03T20:37:57.954454
3023b91a7724,Data Engineer,Tata Consultancy Services,"Hyderabad, Pune, Bengaluru",7-9 Yrs,,Data Quality | Data Migration | ESU | Data engineer | Data Governance | Data | Governance | Quality,,2 days ago,https://www.naukri.com/job-listings-data-engineer-tata-consultancy-services-hyderabad-pune-bengaluru-7-to-9-years-010626007181,2026-06-03T20:37:57.956445
ab207ecb6544,Data Engineer,Kantar,Hyderabad,3-5 Yrs,,,,2 days ago,https://www.naukri.com/job-listings-data-engineer-kantar-hyderabad-3-to-5-years-010626026424,2026-06-03T20:37:57.957447
32c531fdfe1d,Data Engineer,Accenture,Hyderabad,2-4 Yrs,,scala | data modeling | spark | python | aws | hive | cloudera | amazon redshift,,1 week ago,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-hyderabad-2-to-4-years-250526921955,2026-06-03T20:37:57.959463
1a04cb149dfd,Databricks Data Engineer,Tata Consultancy Services,"Hyderabad, Pune, Bengaluru",4-6 Yrs,,,,1 week ago,https://www.naukri.com/job-listings-databricks-data-engineer-tata-consultancy-services-hyderabad-pune-bengaluru-4-to-6-years-220526033989,2026-06-03T20:37:57.961443
5172cc12d0b8,Pyspark Developer Data Engineer,Capgemini,"Hyderabad, Pune, Bengaluru",6-10 Yrs,,Pyspark | SQL | Spark | Data Bricks | Bricks | Data Engineering | Development | Data,,6 days ago,https://www.naukri.com/job-listings-pyspark-developer-data-engineer-capgemini-hyderabad-pune-bengaluru-6-to-10-years-280526020878,2026-06-03T20:37:57.963810
93b77f89989e,Data Engineer,Lloyds Technology Centre India,Hyderabad,3-5 Yrs,,RDBMS | GCP | Shell scripting | Agile | Software development life cycle | Troubleshooting | Apache | Downstream,,1 day ago,https://www.naukri.com/job-listings-data-engineer-lloyds-technology-centre-india-hyderabad-3-to-5-years-020626502589,2026-06-03T20:37:57.965193
4d4227840afd,Data Engineer,Hexaware Technologies,"Hybrid - Hyderabad, Chennai, Bengaluru",7-12 Yrs,,,,1 week ago,https://www.naukri.com/job-listings-data-engineer-hexaware-technologies-hyderabad-chennai-bengaluru-7-to-12-years-270526020455,2026-06-03T20:37:57.966565
138a0eee0d3f,Data Engineer,Accenture,Hyderabad,5-10 Yrs,,data engineer | data services | data pipelines | data architecture | collection | data engineering | data infrastructure | database design,,1 week ago,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-hyderabad-5-to-10-years-270526929642,2026-06-03T20:37:57.970100
71310bfd4033,Data Engineer (Quantexa),Tata Consultancy Services,"Hyderabad, Pune, Bengaluru",5-10 Yrs,,Quantexa | SCALA | Hadoop | Spark | Data Engineering | Data,,1 week ago,https://www.naukri.com/job-listings-data-engineer-quantexa-tata-consultancy-services-hyderabad-pune-bengaluru-5-to-10-years-260526037819,2026-06-03T20:37:57.971095
f2af9daf03b9,Data Engineer,Cisco,"Hyderabad, Chennai, Gurugram, Bengaluru",5-10 Yrs,,Automation | Data management | Data modeling | Agile | Workflow | Apache | JIRA | cisco,,2 days ago,https://www.naukri.com/job-listings-data-engineer-cisco-hyderabad-chennai-gurugram-bengaluru-5-to-10-years-010626501549,2026-06-03T20:37:57.973377
8ead7c6989fe,Data Engineer,Tata Consultancy Services,"Hyderabad, Bengaluru",5-10 Yrs,,,,1 day ago,https://www.naukri.com/job-listings-data-engineer-tata-consultancy-services-hyderabad-bengaluru-5-to-10-years-020626004170,2026-06-03T20:37:57.976378
3a8b6c9d0780,Microsoft Fabric Data Engineer,Capgemini,"Hybrid - Hyderabad, Pune, Bengaluru",6-11 Yrs,,,,4 days ago,https://www.naukri.com/job-listings-microsoft-fabric-data-engineer-capgemini-hyderabad-pune-bengaluru-6-to-11-years-300526010553,2026-06-03T20:37:57.979377
90994bce0b6e,Data Engineer,Barclays,Pune,1-4 Yrs,,advance sql | glue | csv | pyspark | plsql | sql | postgresql | xml,,3+ weeks ago,https://www.naukri.com/job-listings-data-engineer-barclays-pune-1-to-4-years-241225503750,2026-06-03T20:38:11.235432
4f5837fd8d4c,Data Engineer,Infosys,Hybrid - Pune,5-9 Yrs,,AWS Data Engineer | Power Bi Development | Dax | Data Modeling | Data Engineering | SQL Server | ETL Tool | Data Bricks,,3+ weeks ago,https://www.naukri.com/job-listings-data-engineer-infosys-pune-5-to-9-years-050526025741,2026-06-03T20:38:11.239393
38b671606be9,Data Engineer,Crisil,Pune,4-10 Yrs,,Excel | Investment banking | Management | Financial modelling | SQL | Python | Investment | Data,,3+ weeks ago,https://www.naukri.com/job-listings-data-engineer-crisil-pune-4-to-10-years-130326500370,2026-06-03T20:38:11.247533
30d9813ba0b9,Data Engineer,Zensar,Pune,5-10 Yrs,,Backend | Analytical | Schema | Data quality | Apache | Data warehousing | Analytics | SQL,,3+ weeks ago,https://www.naukri.com/job-listings-data-engineer-zensar-technologies-pune-5-to-10-years-280426501730,2026-06-03T20:38:11.249521
c57d6195955e,Data Engineer,Syngenta,Pune,4-9 Yrs,,PCI DSS | NoSQL | Data modeling | data security | SCALA | data governance | Stored procedures | Project delivery,,3+ weeks ago,https://www.naukri.com/job-listings-data-engineer-syngenta-global-pune-4-to-9-years-260226505158,2026-06-03T20:38:11.257521
0fcbf4f12462,Data Engineer-Data Modeling,IBM,Pune,6-8 Yrs,,data modeling | big data technologies | data warehousing | dimensional modeling | data integrity | erwin | data engineering | nosql,,Few hours ago,https://www.naukri.com/job-listings-data-engineer-data-modeling-ibm-india-pvt-limited-pune-6-to-8-years-030626928060,2026-06-03T20:38:11.259520
84d14558ef20,Solution Architect - Data Engineer,KSB,Pune,5-8 Yrs,,Automation | Operational excellence | Data modeling | Data processing | Data quality | JSON | Analytics | Monitoring,,Few hours ago,https://www.naukri.com/job-listings-solution-architect-data-engineer-ksb-pumps-limited-pune-5-to-8-years-030626502244,2026-06-03T20:38:11.262520
502499ecaf0c,Data Engineer,Accenture,Pune,2-4 Yrs,,scala | data modeling | spark | python | aws | hive | cloudera | amazon redshift,,1 week ago,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-pune-2-to-4-years-250526922003,2026-06-03T20:38:11.266517
207a4581b497,AI Data Engineer,Tech Mahindra,"Hybrid - Pune, Noida, Bengaluru",7-12 Yrs,,Pyspark | Azure | AI Data engineer | Databricks | Python | Gen Ai Data Engineer | Agentic Data Engineer | Data,,1 week ago,https://www.naukri.com/job-listings-ai-data-engineer-tech-mahindra-noida-pune-bengaluru-7-to-12-years-260526022094,2026-06-03T20:38:11.272523
8a8f708c27f6,Power BI Data Engineer,eLabs Infotech,"Hybrid - Pune, Bengaluru",7-12 Yrs,,Power Bi | Data Engineering | Requirement Gathering | Data Analysis | Data Modeling | SQL | Modeling | Engineering,,1 week ago,https://www.naukri.com/job-listings-power-bi-data-engineer-elabs-infotech-pune-bengaluru-7-to-12-years-260526036048,2026-06-03T20:38:11.275517
81d987b264bb,Data Engineer - Global Research Modernization,JPMorgan Chase Bank,Mumbai,2-7 Yrs,,Computer science | Data analysis | Analytical | Process improvement | Data structures | Data quality | Selenium | Information technology,,3+ weeks ago,https://www.naukri.com/job-listings-data-engineer-global-research-modernization-jp-morgan-and-chase-mumbai-2-to-7-years-300426500493,2026-06-03T20:38:26.283694
ee55666da937,Data Engineer,Zensar,Mumbai,1-9 Yrs,,T-SQL | Data analysis | Interpersonal skills | Analytical | data governance | Stored procedures | Data warehousing | SQL,,3+ weeks ago,https://www.naukri.com/job-listings-data-engineer-zensar-technologies-mumbai-1-to-9-years-150426500675,2026-06-03T20:38:26.286814
ea9d0c91b708,Data Engineer,Fractal Analytics,Mumbai,3-7 Yrs,,Cloud computing | C++ | GIT | Linux | Shell scripting | Machine learning | Agile | JIRA,,3+ weeks ago,https://www.naukri.com/job-listings-data-engineer-fractal-analytics-ltd-mumbai-3-to-7-years-210125501878,2026-06-03T20:38:26.289801
be85fa4c6b1d,Data Engineer,Crisil,Mumbai,3-7 Yrs,,Automation | Excel | Financial markets | Finance | Manager Technology | Management | Python | Marketing,,2 weeks ago,https://www.naukri.com/job-listings-data-engineer-crisil-mumbai-3-to-7-years-090126502161,2026-06-03T20:38:26.291804
7f9df85464ef,Data Engineer,EY,Hybrid - Mumbai,9-12 Yrs,,Pyspark | Snowflake | Azure Cloud Services | Python | SQL | Ci/Cd | ETL | AWS,,3 weeks ago,https://www.naukri.com/job-listings-data-engineer-ey-mumbai-9-to-12-years-070126013259,2026-06-03T20:38:26.292800
070d4b8c806b,Data Engineer (with Java/Python),Crisil,Mumbai,5-7 Yrs,,risk compliance | Front end | Agile | Database | Portfolio management | Analytics | Python | End,,3+ weeks ago,https://www.naukri.com/job-listings-data-engineer-with-java-python-crisil-mumbai-5-to-7-years-090426502002,2026-06-03T20:38:26.294800
f9391a22f557,Data Engineer,MSCI Services,Mumbai,3-4 Yrs,,CVS | Automation | Data analysis | GCP | Analytical | Machine learning | Data structures | SQL,,3+ weeks ago,https://www.naukri.com/job-listings-data-engineer-msci-services-pvt-ltd-mumbai-3-to-4-years-060226505812,2026-06-03T20:38:26.297798
a7efea243cc0,Data Engineer - GCP & Big Query(5-10yrs)-@Infosys,Infosys,"Hybrid - Mumbai (All Areas), Kolkata, Ahmedabad",5-10 Yrs,,GCP | Bigquery | Big Data | Query | Data Engineering | Data,,1 week ago,https://www.naukri.com/job-listings-data-engineer-gcp-big-query-5-10yrs-infosys-infosys-kolkata-ahmedabad-mumbai-all-areas-5-to-10-years-270526022890,2026-06-03T20:38:26.298817
0c661cae6bdf,Data Engineer,Accenture,Navi Mumbai,15-20 Yrs,,pyspark | data engineering | data pipeline architecture | etl | data integration | hive | python | data analysis,,3+ weeks ago,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-navi-mumbai-15-to-20-years-040526917231,2026-06-03T20:38:26.302020
ec3373f1a062,Data Engineer,Photon,"Mumbai, Kolkata, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-7 Yrs,,Computer science | Backend | Data management | HP data protector | Data processing | Data quality | Natural language processing | Monitoring,,3+ weeks ago,https://www.naukri.com/job-listings-data-engineer-photon-infotech-p-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-7-years-200125502764,2026-06-03T20:38:26.304440
20ac494f53b7,Data Engineer,Accenture,Navi Mumbai,2-4 Yrs,,pyspark | database design | data modeling | design principles | aws | hive | snowflake | python,,1 week ago,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-navi-mumbai-2-to-4-years-250526919452,2026-06-03T20:38:26.306270
6b5d854196fe,Data Engineer,SG Analytics,"Hybrid - Mumbai(Goregaon), Bengaluru",3-6 Yrs,,CI/CD Pipelines | Azure AI Foundry | MLOps | AIOps | Change Management | Pyspark | Data Engineering | Model Monitoring,,6 days ago,https://www.naukri.com/job-listings-data-engineer-sg-analytics-mumbai-bengaluru-3-to-6-years-280526015468,2026-06-03T20:38:26.308305
dec98a08208e,Data Engineer,Accenture,Navi Mumbai,3-8 Yrs,,data engineer | algorithms | python | etl tools | data pipelines | cloud platforms | sql | cloud,,2 days ago,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-navi-mumbai-3-to-8-years-010626913187,2026-06-03T20:38:26.309295
46ccd8918269,Data Engineer,Accenture,Navi Mumbai,3-8 Yrs,,data analytics | database design | data modeling | design principles | etl | hive | python | ATCI-4994271-S1862577,,2 days ago,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-navi-mumbai-3-to-8-years-010626913229,2026-06-03T20:38:26.311286
e64077d6fbc5,Data Engineer,Accenture,Navi Mumbai,7-12 Yrs,,data engineer | snowflake | data warehouse | data pipelines | cloud platforms | collection | data engineering | data infrastructure,,2 days ago,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-navi-mumbai-7-to-12-years-010626914155,2026-06-03T20:38:26.313408
57d99fb64d60,"Data Engineer - Python, SQL, API",Damco Solutions,"Hybrid - Mumbai (All Areas), Pune, Delhi / NCR",5-10 Yrs,,API | Python | SQL | Data Engineering | Api Design And Development | Data | Engineering | Design development,,4 days ago,https://www.naukri.com/job-listings-data-engineer-python-sql-api-damco-solutions-pune-delhi-ncr-mumbai-all-areas-5-to-10-years-290526025242,2026-06-03T20:38:26.314419
3fe3899ddb5d,Data Engineer,Accenture,Navi Mumbai,7-12 Yrs,,data engineer | snowflake | data warehouse | data pipelines | cloud platforms | collection | data engineering | data infrastructure,,2 days ago,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-navi-mumbai-7-to-12-years-010626913191,2026-06-03T20:38:26.316427
f6cd3c21b311,Data Engineer,Synechron,Mumbai (All Areas),4-7 Yrs,,Pyspark | IDMC | Data Engineering | Delta Lake | Microsoft Azure | AWS | Python | SQL,,1 week ago,https://www.naukri.com/job-listings-data-engineer-synechron-mumbai-all-areas-4-to-7-years-240526002616,2026-06-03T20:38:26.317452
9c983d9f3fda,Data Engineer,Big 4 Consulting Firm,"Hybrid - Mumbai (All Areas), Indore, Bengaluru",5-10 Yrs,,Data Bricks | Data Engineering | Python | Data | Bricks | Engineering,,5 days ago,https://www.naukri.com/job-listings-data-engineer-anlage-infotech-indore-bengaluru-mumbai-all-areas-5-to-10-years-290526023124,2026-06-03T20:38:26.319795
d330323aef64,Big Data Engineer - 19th March - Virtual Interview - Pan india,Tata Consultancy Services,"Delhi / NCR, Hyderabad, Bengaluru",8-13 Yrs,,SCALA | Big Data | Spark | AWS | Redshift Aws | Amazon Redshift | Pan | Data,,1 day ago,https://www.naukri.com/job-listings-big-data-engineer-19th-march-virtual-interview-pan-india-tata-consultancy-services-hyderabad-bengaluru-delhi-ncr-8-to-13-years-110326009892,2026-06-03T20:38:40.996239
13e0018ed1c7,Data Engineer,Snapdeal,Gurugram,3-8 Yrs,,hive | cloudera | vertica | scala | amazon redshift | big data technologies | data warehousing | pyspark,,3+ weeks ago,https://www.naukri.com/job-listings-data-engineer-jasper-infotech-pvt-ltd-gurugram-3-to-8-years-221025507699,2026-06-03T20:38:40.998641
3c06823e7886,Data Engineer,Maruti Suzuki,Gurugram,3-5 Yrs,,Storage management | Analytical | Schema | Agile | Data quality | data integrity | big data | SQL,,3+ weeks ago,https://www.naukri.com/job-listings-data-engineer-maruti-suzuki-india-limited-gurugram-3-to-5-years-020625502155,2026-06-03T20:38:41.001497
63fb048fa3e2,Deputy Manager/Manager - Data Engineer,Maruti Suzuki,Gurugram,4-8 Yrs,,Data modeling | RDBMS | Enterprise applications | Cognos | MySQL | Oracle | Business intelligence | Troubleshooting,,3+ weeks ago,https://www.naukri.com/job-listings-deputy-manager-manager-data-engineer-maruti-suzuki-india-limited-gurugram-4-to-8-years-270722500072,2026-06-03T20:38:41.002529
651f39620613,Data Engineer,Deloitte US-India Offices,"Gurugram, Chennai, Bengaluru",3-6 Yrs,,Data Engineering | Hadoop | Big Data | Data Modeling | Machine Learning | AWS | Python | Modeling,,3 weeks ago,https://www.naukri.com/job-listings-data-engineer-deloitte-consulting-gurugram-chennai-bengaluru-3-to-6-years-120526004857,2026-06-03T20:38:41.009518
46541f543b4d,Data Engineer (RAG),Tech Mahindra,"Hybrid - Noida, Pune, Bengaluru",7-12 Yrs,,S3 | airflow | Aws Glue | Retrieval Augmented Generation | Python | Glue | Generation | Data Engineering,,2 weeks ago,https://www.naukri.com/job-listings-data-engineer-rag-tech-mahindra-noida-pune-bengaluru-7-to-12-years-190526029181,2026-06-03T20:38:41.011514
bb6987f32aa4,Data Engineer,Innodata India,Hybrid - Noida,5-7 Yrs,,Data engineer | aws | continuous integration | cd | python | oracle | glue | pyspark,,Few hours ago,https://www.naukri.com/job-listings-data-engineer-innodata-india-noida-5-to-7-years-220426036582,2026-06-03T20:38:41.013528
4f92b6ff3e5c,Data Engineer,Synechron,"Hybrid - Gurugram, Chennai, Bengaluru",4-9 Yrs,,Java | GCP | Bigquery | Microservices | Python | PySpark | Springboot | Data Proc,,3 weeks ago,https://www.naukri.com/job-listings-data-engineer-synechron-gurugram-chennai-bengaluru-4-to-9-years-130526026447,2026-06-03T20:38:41.014521
29766e9d85f8,Manager / Data Engineer-Data Architect,Benovymed Healthcare,New Delhi,3-15 Yrs,,C++ | Data analysis | Data management | Data modeling | MySQL | Healthcare | Perl | Analytics,,3+ weeks ago,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-new-delhi-3-to-15-years-010525502789,2026-06-03T20:38:41.016572
853faed38b03,Microsoft Fabric Data Engineer,Tata Consultancy Services,"Delhi / NCR, Pune, Bengaluru",5-6 Yrs,,Data Engineering | Microsoft Fabric | Azure Data Factory | Azure Synapse | Pyspark | Azure Data Warehouse | Azure Databricks | Azure Data Lake,,3 weeks ago,https://www.naukri.com/job-listings-microsoft-fabric-data-engineer-tata-consultancy-services-pune-bengaluru-delhi-ncr-5-to-6-years-110526003287,2026-06-03T20:38:41.017591
39f5c961ae6a,Data Engineer,Photon,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru",2-5 Yrs,,Computer science | Data validation | Linux | Data management | Data modeling | Analytical | Data processing | Workflow,,3+ weeks ago,https://www.naukri.com/job-listings-data-engineer-photon-infotech-p-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-5-years-060225502140,2026-06-03T20:38:41.018591
7c5af1db7f2c,Data Engineer (Pyspark) - Axtria - Interview Date - 6 JUNE (Saturday),Axtria,"Hybrid - Delhi / NCR, Hyderabad, Pune",5-10 Yrs,,Pyspark | Databricks | SQL | Interviewing | Data Engineering | Data Bricks | Data,,2 days ago,https://www.naukri.com/job-listings-data-engineer-pyspark-axtria-interview-date-6-june-saturday-axtria-hyderabad-pune-delhi-ncr-5-to-10-years-010626027362,2026-06-03T20:38:41.023027
fbdfd91fe351,Data Engineer,Accenture,Noida,3-8 Yrs,,sql | data architecture principles | data modeling | bigquery | etl | schema | hive | data services,,2 days ago,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-noida-3-to-8-years-010626916187,2026-06-03T20:38:41.026095
96b512c3feca,Data Engineer,Accenture,Gurugram,3-8 Yrs,,Data Engineer | Azure | Data Pipelines | Analytics | Data Integration | Data Quality | Data Migration | Data Infrastructure,,5 days ago,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-gurugram-3-to-8-years-290526906306,2026-06-03T20:38:41.028067
e23f2aca8507,Data Engineer,Iris Software,Hybrid - Gurugram,7-10 Yrs,,Data Engineering | AWS | Airflow | Pyspark | Snowflake | ETL | Data Bricks | Python,,1 day ago,https://www.naukri.com/job-listings-data-engineer-iris-software-gurugram-7-to-10-years-020626008038,2026-06-03T20:38:41.034227
c09f4ee4aa09,Tableau - Senior Data Engineer(Pharma),Tiger Analytics,"Hybrid - Chennai, Hyderabad, Bengaluru",6-10 Yrs,,Tableau | SQL | Data Migration | OLAP | Data Modeling | Pharmaceutical | Modeling | Data Engineering,,1 day ago,https://www.naukri.com/job-listings-tableau-senior-data-engineer-pharma-tiger-analytics-hyderabad-chennai-bengaluru-6-to-10-years-310326037115,2026-06-03T20:38:53.117299
106801ce6075,Azure Data Engineer,Tata Consultancy Services,"Chennai, Hyderabad, Bengaluru",7-12 Yrs,,Azure Data Factory | Azure Synapse | Azure Databricks | Azure Data Lake | Python | Data Lake | Data | Microsoft Azure,,1 day ago,https://www.naukri.com/job-listings-azure-data-engineer-tata-consultancy-services-hyderabad-chennai-bengaluru-7-to-12-years-080426034011,2026-06-03T20:38:53.122861
f9a43384dc2b,Data Engineer,Hexaware Technologies,Hybrid - Chennai,4-6 Yrs,,Azure Data Factory | Pyspark | Azure Databricks | Azure Data Lake | SQL | Microsoft Azure | Data Engineering | Factory,,2 weeks ago,https://www.naukri.com/job-listings-data-engineer-hexaware-technologies-chennai-4-to-6-years-070426021820,2026-06-03T20:38:53.126861
b88c3fa231b5,"Data Engineer - Python, PySpark, DBT",Tata Consultancy Services,"Chennai, Pune, Bengaluru",5-10 Yrs,,Machine Learning | Python | SQL | dbt | pyspark | Data | Data Engineering | Machine,,2 weeks ago,https://www.naukri.com/job-listings-data-engineer-python-pyspark-dbt-tata-consultancy-services-pune-chennai-bengaluru-5-to-10-years-200526037111,2026-06-03T20:38:53.129838
db6acb2cb8e2,Data Engineer,Accenture,Chennai,3-8 Yrs,,data engineer | python | data analytics | data pipelines | scala | data processing | databricks | cloud platforms,,2 weeks ago,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-chennai-3-to-8-years-190526934031,2026-06-03T20:38:53.131828
bd35285dd6c1,"Data engineer (Hadoop , Scala , Spark)",Tata Consultancy Services,"Chennai, Hyderabad, Bengaluru",5-7 Yrs,,Data Engineering | Hadoop | SCALA | Spark | Data | Engineering,,3 weeks ago,https://www.naukri.com/job-listings-data-engineer-hadoop-scala-spark-tata-consultancy-services-hyderabad-chennai-bengaluru-5-to-7-years-110526004532,2026-06-03T20:38:53.134546
3bb58a13e70f,Data Engineer,Accenture,Chennai,7-12 Yrs,,Data Engineer | Azure | Data Pipelines | Scala | Data Management | Database Design | Programming | Data Quality,,1 day ago,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-chennai-7-to-12-years-020626921622,2026-06-03T20:38:53.142106
